stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
ESATBEJO,241355,"ESAT LES BEJONNIERES",,47.481282,-0.510115,,,0,place_BEJONI,,0
ESCALAV,28477,"ESSCA",,47.477266,-0.598718,,,0,place_LAVOIS,,0
ESNAUD-E,91404,"L'ESNAUDERIE",,47.593146,-0.549715,,,0,place_ESNAUD,,0
ESNAUDER,511998,"L'ESNAUDERIE",,47.593253,-0.549823,,,0,place_ESNAUD,,0
ESPAC AR,9410,"ESPACE ANJOU",,47.468151,-0.526070,,,0,place_ESPACE,,0
ESPACE5A,8609,"ESPACE ANJOU",,47.467390,-0.520326,,,0,place_ESPA25,,1
ESPACE5B,6519,"ESPACE ANJOU",,47.467591,-0.520484,,,0,place_ESPA25,,1
ESPACEAN,18251,"ESPACE ANJOU",,47.468151,-0.526070,,,0,place_ESPACE,,0
ESPAJEUN,28726,"MAISON DE LA DANSE",,47.488869,-0.584872,,,0,place_ESPAJE,,1
ESPJEU-E,1080,"MAISON DE LA DANSE",,47.488519,-0.585299,,,0,place_ESPAJE,,1
ESPLO-E,17768,"ESPACE LONGUENEE",,47.540160,-0.672764,,,0,place_ESPLON,,0
ESP-LON,16227,"ESPACE LONGUENEE",,47.540102,-0.672993,,,0,place_ESPLON,,0
ESPMON-E,34314,"ESPERANTO",,47.529501,-0.603745,,,0,place_ESPMON,,1
ESPMONTR,15922,"ESPERANTO",,47.529419,-0.603658,,,0,place_ESPMON,,1
ESSCA,86,"ESSCA",,47.477236,-0.599170,,,0,place_LAVOIS,,0
ESTAMI-E,673452,"ESTAMINET",,47.565754,-0.503686,,,0,place_ESTAMI,,0
ESTAMINE,579551,"ESTAMINET",,47.565738,-0.503877,,,0,place_ESTAMI,,0
ETAS,32370,"ETAS",,47.524535,-0.619971,,,0,place_ETAS,,0
ETAS-E,15715,"ETAS",,47.524532,-0.619972,,,0,place_ETAS,,0
EVENT AR,7408,"EVENTARD",,47.496879,-0.514992,,,0,place_EVREF,,1
EVENTA T,8776,"EVENTARD",,47.496874,-0.514998,,,0,place_EVREF,,1
FACUL-SS,7400,"FACULTE",,47.479322,-0.550989,,,0,place_STSE,,1
FACULT-E,30202,"FACULTE",,47.479299,-0.550760,,,0,place_STSE,,1
FARCY,29337,"BALZAC",,47.472440,-0.576239,,,0,place_FARCY,,0
FARCY-E,1432,"BALZAC",,47.472692,-0.576301,,,0,place_FARCY,,0
FENCH-E,955983,"CHAMP FLEURI FENEU",,47.567766,-0.579312,,,0,place_CHFLFE,,0
FENCHFL,815465,"CHAMP FLEURI FENEU",,47.567914,-0.579310,,,0,place_CHFLFE,,0
FENEU AR,768933,"EGLISE DE FENEU",,47.569634,-0.594409,,,0,place_FENEU,,0
FENEU ZA,370674,"ZA FENEU ARRIVEE",,47.579173,-0.591395,,,0,place_ZARTIS,,0
FENEUBUS,36001,"EGLISE DE FENEU",,47.569634,-0.594409,,,0,place_FENEU,,1
FFAURE,28159,"FELIX FAURE",,47.485660,-0.547307,,,0,place_FFAURE,,0
FFAURE-E,13088,"FELIX FAURE",,47.485487,-0.546939,,,0,place_FFAURE,,0
FIEFGENT,22382,"FIEF GENTIL",,47.533317,-0.526159,,,0,place_FIEFGE,,0
FIEGEN-E,24053,"FIEF GENTIL",,47.533279,-0.526050,,,0,place_FIEFGE,,0
FMEDEC-E,2930,"FACULTE DE MEDECINE",,47.487390,-0.552561,,,0,place_FACMED,,1
FMEDECIN,10330,"FACULTE DE MEDECINE",,47.487180,-0.552285,,,0,place_FACMED,,1
FMITTE-E,8589,"SAINT SERGE UNIVERSITE",,47.476581,-0.551174,,,0,place_FMITTE,,1
FMITTERA,6467,"SAINT SERGE UNIVERSITE",,47.476642,-0.551968,,,0,place_FMITTE,,1
FOCH .-E,11393,"FOCH MAISON BLEUE",,47.469101,-0.549773,,,0,place_CENTRE,,1
FO-LOR-R,170,"FOCH MAISON BLEUE",,47.469676,-0.548989,,,0,place_CENTRE,,1
FONTAI-E,26615,"LA FONTAINE FENEU",,47.569663,-0.590349,,,0,place_FONTAI,,0
FONTAINE,15253,"LA FONTAINE FENEU",,47.569642,-0.590538,,,0,place_FONTAI,,0
FORGES,3128,"LES FORGES",,47.386438,-0.645165,,,0,place_FORGES,,0
FORGES-E,1732,"LES FORGES",,47.386304,-0.645229,,,0,place_FORGES,,0
FOUDON,534977,"FOUDON",,47.492288,-0.425368,,,0,place_FOUDON,,0
FOUDON-E,375171,"FOUDON",,47.492273,-0.425210,,,0,place_FOUDON,,0
FOUILLOU,322999,"LE FOUILLOUX",,47.417866,-0.668967,,,0,place_FOUILL,,0
FOUQUE-E,28861,"FOUQUETTERIE",,47.468274,-0.705249,,,0,place_FOUQUE,,0
FOUQUETT,1497,"FOUQUETTERIE",,47.467921,-0.705179,,,0,place_FOUQUE,,0
FOUSSEAU,24740,"FOUSSEAUX",,47.515771,-0.468508,,,0,place_FOUSSE,,0
FOUSSE-E,25785,"FOUSSEAUX",,47.515807,-0.468631,,,0,place_FOUSSE,,0
FRANCA-E,27417,"FRANCAISERIE",,47.521484,-0.466227,,,0,place_FRANCA,,1
FRANCAIS,26601,"FRANCAISERIE",,47.520938,-0.465769,,,0,place_FRANCA,,1
FRANVI-E,13502,"VILLON",,47.433643,-0.522855,,,0,place_FRAVIL,,1
FRANVILL,15918,"VILLON",,47.433724,-0.523151,,,0,place_FRAVIL,,1
FRATE-E,71441,"FRATERNITE",,47.490839,-0.561683,,,0,place_FRATER,,1
FRATER,49164,"FRATERNITE",,47.491015,-0.562371,,,0,place_FRATER,,1
FRAVISCO,697386,"COLLEGE FRANCOIS VILLON",,47.433030,-0.521968,,,0,place_FRAVIL,,0
FRAVIS-E,882303,"COLLEGE FRANCOIS VILLON",,47.433313,-0.521492,,,0,place_FRAVIL,,0
FRCEVE-E,15734,"CEVERT",,47.446567,-0.543635,,,0,place_CEVERT,,1
FRCEVERT,14982,"CEVERT",,47.446348,-0.544187,,,0,place_CEVERT,,1
FREMON-E,5869,"FREMOND",,47.485763,-0.561906,,,0,place_FREMON,,0
FREMONT,22950,"FREMOND",,47.485690,-0.561319,,,0,place_FREMON,,0
FREMUR,18974,"FREMUR",,47.458710,-0.558224,,,0,place_FREMUR,,1
FREMUR-E,19151,"FREMUR",,47.458583,-0.558089,,,0,place_FREMUR,,1
FRESNA-E,27900,"FRESNAIES",,47.448234,-0.500900,,,0,place_FRESNA,,1
FRESNAIE,23491,"FRESNAIES",,47.448053,-0.500483,,,0,place_FRESNA,,1
FRESN-AR,29527,"LE FRESNE",,47.442411,-0.583651,,,0,place_FRESNE,,0
FRESNE,32041,"LE FRESNE",,47.442418,-0.583650,,,0,place_FRESNE,,0
FRMEIL-E,27294,"MEILLAND",,47.448620,-0.546355,,,0,place_FRMEIL,,1
FRMEILLA,24551,"MEILLAND",,47.447971,-0.546519,,,0,place_FRMEIL,,0
FROMIO-E,678514,"LE FROMIOUX",,47.509993,-0.716868,,,0,place_FROMIO,,0
FROMIOUX,159425,"LE FROMIOUX",,47.509048,-0.714996,,,0,place_FROMIO,,0
FRONDEMA,22268,"FRONT DE MAINE",,47.472514,-0.566587,,,0,place_FRONDE,,1
FRONDM-E,13856,"FRONT DE MAINE",,47.472260,-0.566167,,,0,place_FRONDE,,1
FUNAUL-E,211846,"FUNAULT",,47.534658,-0.456759,,,0,place_FUNAUL,,0
FUNAULT,368680,"FUNAULT",,47.534595,-0.456771,,,0,place_FUNAUL,,0
GADIFA-E,226554,"GADIFAIX",,47.576028,-0.449430,,,0,place_GADIFA,,0
GADIFAIX,789137,"GADIFAIX",,47.576137,-0.449491,,,0,place_GADIFA,,0
GAIGNE,150305,"GAIGNE",,47.384000,-0.552437,,,0,place_GAIGNE,,0
GALIL-E,9088,"GALILEE",,47.456596,-0.667856,,,0,place_GALILE,,0
GALILEE,17363,"GALILEE",,47.456345,-0.667239,,,0,place_GALILE,,0
GALLIE,3438,"GALLIENI",,47.434617,-0.524572,,,0,place_GALLIE,,1
GALLI-E,4908,"GALLIENI",,47.434827,-0.524525,,,0,place_GALLIE,,1
GALLIENI,16963,"PLACE DE L'EUROPE",,47.486083,-0.528696,,,0,place_EUROP5,,0
GARD-D-E,735774,"MAIRIE DE SAINT SYLVAIN",,47.519795,-0.471135,,,0,place_GARD-D,,1
GARDON-E,38569,"GARDONNE",,47.521629,-0.470926,,,0,place_GARDON,,1
GARDONNE,12906,"GARDONNE",,47.521768,-0.471949,,,0,place_GARDON,,1
GARDOT,27530,"GARDOT",,47.468285,-0.533353,,,0,place_GARDOT,,1
GARDOT-E,17618,"GARDOT",,47.468284,-0.533103,,,0,place_GARDOT,,1
GAREBO-E,14886,"GARE DE BOUCHEMAINE",,47.416676,-0.614858,,,0,place_GAREBO,,1
GAREBOUC,13972,"GARE DE BOUCHEMAINE",,47.416637,-0.614744,,,0,place_GAREBO,,1
GARECO-E,23799,"GARE D'ECOUFLANT",,47.503879,-0.519712,,,0,place_GARECO,,0
GARECOUF,30849,"GARE D'ECOUFLANT",,47.503599,-0.520183,,,0,place_GARECO,,0
GAREPA-E,715,"GARES PAPIN",,47.465169,-0.557569,,,0,place_GARE,,0
GAREPAPI,16316,"GARES PAPIN",,47.464917,-0.557761,,,0,place_GARE,,0
GARESEMA,21525,"GARES SEMARD",,47.464955,-0.559286,,,0,place_GARE,,0
GARESNCF,18137,"ANGERS GARES",,47.464686,-0.558011,,,0,place_GARE,,0
GARPAPIN,26880,"ANGERS GARES",,47.464686,-0.558011,,,0,place_GARE,,0
GARR-AR,7592,"GARES SEMARD",,47.464955,-0.559286,,,0,place_GARE,,0
GARVIB-E,117813,"GARE VIEUX BRIOLLAY",,47.572999,-0.482547,,,0,place_GAVIBR,,0
GARVIBRI,30863,"GARE VIEUX BRIOLLAY",,47.573108,-0.482801,,,0,place_GAVIBR,,0
GASNIE-E,30059,"GASNIER",,47.485229,-0.571675,,,0,place_GASNIE,,1
GASNIER,21628,"GASNIER",,47.485220,-0.571879,,,0,place_GASNIE,,1
GASPAL-E,409,"GASPALON",,47.452852,-0.507281,,,0,place_GASPAL,,0
GASPALON,21485,"GASPALON",,47.453286,-0.506952,,,0,place_GASPAL,,0
GATS,7008,"LES GATS",,47.474404,-0.517656,,,0,place_GATS,,1
GATS  -E,11785,"LES GATS",,47.474304,-0.517184,,,0,place_GATS,,1
GAUBLOCA,18625,"GAUBOURGS",,47.448383,-0.572388,,,0,place_GAUBGS,,1
GAUBLOCB,21184,"GAUBOURGS",,47.448444,-0.573255,,,0,place_GAUBGS,,0
GAUBOU-E,23234,"GAUBOURGS",,47.449319,-0.573138,,,0,place_GAUBOU,,0
GAUBOUR5,29955,"GAUBOURGS",,47.447972,-0.572448,,,0,place_GAUBBO,,1
GAUGUI-E,397148,"PAUL GAUGUIN",,47.526696,-0.464142,,,0,place_PGAUGU,,1
GAUGUIN,168097,"PAUL GAUGUIN",,47.526766,-0.464629,,,0,place_PGAUGU,,1
GAUTIE-E,615013,"PAS GAUTIER",,47.471712,-0.409417,,,0,place_PASGAU,,0
GAUTIER,538212,"PAS GAUTIER",,47.471528,-0.409564,,,0,place_PASGAU,,0
GBREM-E,25296,"GARES BREMONT",,47.465715,-0.559484,,,0,place_GARE,,1
GDMAINE,14612,"GRAND MAINE",,47.467608,-0.593025,,,0,place_GDMAIN,,1
GDMAIN-E,15461,"GRAND MAINE",,47.467398,-0.593580,,,0,place_GDMAIN,,1
GDMOTTAY,327252,"GRAND MOTTAY",,47.575797,-0.477639,,,0,place_GRAMOT,,0
GDMOTT-E,431561,"GRAND MOTTAY",,47.575729,-0.477508,,,0,place_GRAMOT,,0
GDPERI-E,4875,"GRAND PERIGNE",,47.473909,-0.614659,,,0,place_GDPERI,,1
GDPERIGN,13901,"GRAND PERIGNE",,47.473809,-0.614664,,,0,place_GDPERI,,1
GDPRES-E,18745,"GRAND PRESSOIR",,47.399489,-0.528167,,,0,place_GDPRES,,0
GDPRESSO,39547,"GRAND PRESSOIR",,47.399434,-0.527715,,,0,place_GDPRES,,1
GEMMET-E,5906,"GEMMETRIE-ESAIP",,47.463218,-0.499321,,,0,place_ESAIP,,1
GEMMETR,27273,"GEMMETRIE-ESAIP",,47.463176,-0.499144,,,0,place_ESAIP,,1
GENDRIE,833019,"LA GENDRIE",,47.498948,-0.324872,,,0,place_GENDRI,,0
GENDRI-E,787054,"LA GENDRIE",,47.498822,-0.324752,,,0,place_GENDRI,,0
GENETI-E,30451,"GENETIERE",,47.494880,-0.443677,,,0,place_GENETI,,0
GENETIER,30363,"GENETIERE",,47.495005,-0.442515,,,0,place_GENETI,,0
GENIE,17276,"GENIE",,47.457984,-0.563909,,,0,place_GENIE,,1
GENIE -E,16931,"GENIE",,47.458149,-0.563825,,,0,place_GENIE,,1
GENTR-E,30843,"GENTRIC",,47.447939,-0.485186,,,0,place_GENTRI,,0
GENTRIC,45617,"GENTRIC",,47.447382,-0.485716,,,0,place_GENTRI,,0
GERI25,4572,"GRANDS RUAUX",,47.565824,-0.555758,,,0,place_GRANRU,,0
GERI25-E,19686,"GRANDS RUAUX",,47.565971,-0.555452,,,0,place_GRANRU,,0
GERICA-E,2160,"GERICAULT",,47.459861,-0.523681,,,0,place_GERICA,,1
GERICAUL,9434,"GERICAULT",,47.460105,-0.524604,,,0,place_GERICA,,1
GGESSAND,18970,"GEORGE SAND",,47.433139,-0.519621,,,0,place_GUILLE,,1
GGSAND-E,36947,"GEORGE SAND",,47.433340,-0.519533,,,0,place_GUILLE,,1
GILLIE-E,13563,"GILLIER",,47.474962,-0.525317,,,0,place_GILLIE,,1
GILLIER,4265,"GILLIER",,47.475051,-0.525888,,,0,place_GILLIE,,1
GIRAD-E,53995,"GIRARDEAU",,47.436438,-0.520408,,,0,place_GIRAR,,1
GIRARD,111619,"GIRARD",,47.490591,-0.581697,,,0,place_GIRARD,,0
GIRARDE,24763,"GIRARDEAU",,47.436629,-0.520933,,,0,place_GIRAR,,1
GIRARD-E,793256,"GIRARD",,47.490633,-0.581885,,,0,place_GIRARD,,0
GIRAUD,5136,"GIRAUDIERE",,47.521253,-0.436080,,,0,place_GIRAUD,,0
GLAND,863930,"LA GLAND",,47.403560,-0.658398,,,0,place_GLAND,,0
GLYCIN-E,28945,"GLYCINES",,47.498834,-0.523860,,,0,place_GLYCIN,,0
GLYCINES,2847,"GLYCINES",,47.499006,-0.523890,,,0,place_GLYCIN,,0
GOURON-E,1177,"GOURONNIERES",,47.483126,-0.569371,,,0,place_GOUROU,,1
GOURONNI,19767,"GOURONNIERES",,47.482974,-0.569443,,,0,place_GOUROU,,1
GPOMPIDO,2755,"POMPIDOU",,47.491891,-0.592339,,,0,place_GPOMPI,,0
GPOMPI-E,10339,"POMPIDOU",,47.492074,-0.592230,,,0,place_GPOMPI,,0
GRANBE-E,1713,"GRANGE AUX BELLES",,47.476709,-0.628329,,,0,place_ECOLEB,,1
GRANBELL,19824,"GRANGE AUX BELLES",,47.476672,-0.628594,,,0,place_ECOLEB,,1
GRANCHEM,658794,"GRAND CHEMIN",,47.417468,-0.310567,,,0,place_GRACHE,,0
GRANCLAY,748121,"GRAND CLAYE",,47.387070,-0.538353,,,0,place_GRANCL,,0
GRANCL-E,627562,"GRAND CLOS",,47.479806,-0.413527,,,0,place_GRACLO,,0
GRANCLOS,51638,"GRAND CLOS",,47.479709,-0.413631,,,0,place_GRACLO,,0
GRANDC-E,85459,"GRAND CLAYE",,47.387094,-0.538438,,,0,place_GRANCL,,1
GRANDM-E,12485,"GRANDMONT",,47.486947,-0.587992,,,0,place_GRANMO,,1
GRANDMON,11878,"GRANDMONT",,47.487549,-0.587593,,,0,place_GRANMO,,1
GRANDPIN,21061,"GRAND PIN",,47.473291,-0.631953,,,0,place_GDPIN,,1
GRANPI-E,22564,"GRAND PIN",,47.473301,-0.631656,,,0,place_GDPIN,,1
GRCARR-E,7784,"ARENA LOIRE",,47.443454,-0.478290,,,0,place_ARENAL,,1
GRCARREA,7000,"ARENA LOIRE",,47.443460,-0.478690,,,0,place_ARENA,,1
GRCHAM-E,669,"GRANDS CHAMPS",,47.514728,-0.434038,,,0,place_GRDCHA,,0
GRCHAMPS,364,"GRANDS CHAMPS",,47.514649,-0.434210,,,0,place_GRDCHA,,0
GRCPRU-E,25729,"GROUPE COMMERCIAL",,47.445584,-0.606625,,,0,place_CCPRUN,,1
GRCPRUNI,24782,"GROUPE COMMERCIAL",,47.445730,-0.605908,,,0,place_CCPRUN,,1
GRENOUIL,343073,"LE GRENOUILLE",,47.502958,-0.328259,,,0,place_GRENOU,,0
GRES11-E,15716,"GRESILLE",,47.459628,-0.605738,,,0,place_GRESIL,,1
GRESILLE,20154,"GRESILLE",,47.459643,-0.605501,,,0,place_GRESIL,,1
GRIMOR-E,24527,"GRIMORELLE",,47.529422,-0.507299,,,0,place_GRIMOR,,0
GRIMOREL,7975,"GRIMORELLE",,47.529494,-0.507307,,,0,place_GRIMOR,,0
GROI 2-E,919401,"LES GROIES 2",,47.492028,-0.399523,,,0,place_GROIE2,,0
GROIES,14865,"LES GROIES 1",,47.494179,-0.404213,,,0,place_GROIE1,,0
GROIES 2,456886,"LES GROIES 2",,47.492026,-0.399656,,,0,place_GROIE2,,0
GROIES-E,23297,"LES GROIES 1",,47.494277,-0.404250,,,0,place_GROIE1,,0
GROLLI-E,30562,"GROLIERE",,47.353982,-0.527609,,,0,place_GROL,,0
GROLLIER,29484,"GROLIERE",,47.353945,-0.527456,,,0,place_GROL,,0
GRUICHE,306120,"LA GRUICHE",,47.553499,-0.453800,,,0,place_GRUICH,,0
GRUICH-E,560134,"LA GRUICHE",,47.553592,-0.453882,,,0,place_GRUICH,,0
GUERAND,12936,"GUERANDAIS",,47.527436,-0.748975,,,0,place_GUERAN,,0
GUERAN-E,12246,"GUERANDAIS",,47.527309,-0.748562,,,0,place_GUERAN,,0
GUICHA-E,16895,"GUICHARD",,47.454681,-0.547997,,,0,place_GUICHA,,1
GUICHARD,21276,"GUICHARD",,47.455296,-0.549254,,,0,place_GUICHA,,1
GUILLAU,785925,"GUILLAUMIERE",,47.533051,-0.671843,,,0,place_GUILLA,,0
GUILL-E,484479,"GUILLAUMIERE",,47.533142,-0.671734,,,0,place_GUILLA,,0
GUILLEB.,13455,"GUILLEBOTTE",,47.437417,-0.513700,,,0,place_GUIRON,,1
GUILLE-E,30927,"GUILLEBOTTE",,47.437282,-0.513290,,,0,place_GUIRON,,1
GUINEZE,18158,"GUINEZERT",,47.461785,-0.630989,,,0,place_GUINEZ,,0
GUINEZ-E,13857,"GUINEZERT",,47.461784,-0.631082,,,0,place_GUINEZ,,0
HARAS,20835,"FOCH HARAS",,47.467124,-0.551936,,,0,place_HARAS,,1
HARAS-E,3412,"FOCH HARAS",,47.467252,-0.552234,,,0,place_HARAS,,1
HARENC,18680,"HARENCHERES",,47.448695,-0.615603,,,0,place_HARENC,,1
HARENC-E,498256,"HARENCHERES",,47.448572,-0.615979,,,0,place_HARENC,,0
HAUBOUCH,4077,"HAUTS DE BOUCHEMAINE",,47.430487,-0.609516,,,0,place_HBOUCH,,1
HAUBOU-E,4893,"HAUTS DE BOUCHEMAINE",,47.430068,-0.609392,,,0,place_HBOUCH,,1
HAUCOUD,318097,"HAUT COUDRAY",,47.530417,-0.624038,,,0,place_HAUCOU,,1
HAUCOU-E,652182,"HAUT COUDRAY",,47.530522,-0.624129,,,0,place_HAUCOU,,1
HAUTE-E,792660,"HAUTE ROCHE",,47.469074,-0.634858,,,0,place_HAUTRO,,0
HAUTERO,20353,"HAUTE ROCHE",,47.469075,-0.634997,,,0,place_HAUTRO,,0
HAUTPR-E,52,"HAUT PRESSOIR",,47.453158,-0.538099,,,0,place_HOPRES,,1
HAUTPRES,2552,"HAUT PRESSOIR",,47.453192,-0.538481,,,0,place_HOPRES,,1
HDVSUB,159454,"HÔTEL DE VILLE",,47.471981,-0.546310,,,0,place_HDVSUB,,1
HDVSUB-A,674817,"HÔTEL DE VILLE",,47.471981,-0.546310,,,0,place_HDVSUB,,1
HERMIT,746837,"HERMITAGE SOUCELLES",,47.584399,-0.416653,,,0,place_HERM32,,1
HERMIT32,1981,"L'HERMITAGE SOUCELLES",,47.584608,-0.417577,,,0,place_HERM32,,0
HERMITAG,16281,"HERMITAGE",,47.477762,-0.635924,,,0,place_HERMIT,,1
HERMIT-E,16836,"HERMITAGE",,47.477759,-0.635303,,,0,place_HERMIT,,1
HERMLT32,3329,"L'HERMITAGE SOUCELLES",,47.584608,-0.417577,,,0,place_HERM32,,0
HIPPOD-E,25720,"HIPPODROME",,47.500888,-0.507814,,,0,place_HIPPOD,,1
HIPPODRO,25067,"HIPPODROME",,47.501229,-0.507431,,,0,place_HIPPOD,,1
HJOU32,18910,"HAIE JOULAIN",,47.517582,-0.462656,,,0,place_HAIJOU,,0
HJOU32-E,32588,"HAIE JOULAIN",,47.517487,-0.462736,,,0,place_HAIJOU,,0
HMAI,11449,"LORRAINE",,47.470340,-0.547199,,,0,place_CENTRE,,1
HMTRE-E,20239,"8 MAI TRELAZE",,47.449399,-0.464995,,,0,place_TREL8M,,1
HMTREL,14635,"8 MAI TRELAZE",,47.449774,-0.465528,,,0,place_TREL8M,,0
HOPA8-C,27358,"CHU - HOPITAL",,47.480652,-0.554831,,,0,place_MATER,,1
HOSGEM-E,6304,"HOPITAL DE SAINTE GEMMES",,47.422965,-0.560815,,,0,place_HOSGEM,,1
HOSGEMME,3118,"HOPITAL DE SAINTE GEMMES",,47.422862,-0.560785,,,0,place_HOSGEM,,1
HOTDIE-E,22507,"HOTEL DIEU",,47.479368,-0.561084,,,0,place_HOPITA,,1
HOTDIEU,4414,"HOTEL DIEU",,47.479199,-0.559338,,,0,place_HOPITA,,1
HOTELL-E,31454,"HOTELLERIE",,47.488845,-0.518958,,,0,place_HOTELL,,0
HOTELLER,30702,"HOTELLERIE",,47.489373,-0.519596,,,0,place_HOTELL,,0
HOUSSAY,802941,"LA HOUSSAYE",,47.586496,-0.457032,,,0,place_HOUSSA,,1
HRECUL-E,1885,"HAUTE DE RECULEE",,47.485014,-0.552912,,,0,place_RECULE,,0
HRECULEE,11114,"HAUTE DE RECULEE",,47.485006,-0.552662,,,0,place_RECULE,,0
HTCHA,635019,"HAUTES CHAPELLES",,47.475770,-0.380959,,,0,place_HAUCHA,,1
HTCHAP-E,72625,"HAUTES CHAPELLES",,47.475810,-0.380867,,,0,place_HAUCHA,,0
HTCHAPEL,969044,"HAUTES CHAPELLES",,47.475858,-0.380862,,,0,place_HAUCHA,,0
HTEBRUY,901720,"LES HAUTES BRUYERES",,47.593430,-0.454441,,,0,place_HAUBRU,,0
HTESBR-E,504742,"LES HAUTES BRUYERES",,47.593485,-0.454302,,,0,place_HAUBRU,,0
HUETTE-E,924330,"HUETTERIE",,47.458948,-0.478936,,,0,place_HUETTE,,0
HUETTERI,899997,"HUETTERIE",,47.459257,-0.478339,,,0,place_HUETTE,,0
HULLET-E,33384,"HULLETERIES",,47.465460,-0.720908,,,0,place_HULLET,,0
HULLETER,25810,"HULLETERIES",,47.465353,-0.720932,,,0,place_HULLET,,0
HUTREA-E,7382,"HUTREAU",,47.431353,-0.555494,,,0,place_HUTREA,,0
HUTREAU,10466,"HUTREAU",,47.432917,-0.554502,,,0,place_HUTREA,,0
HYLIER,471124,"LE HYLIER",,47.585737,-0.402107,,,0,place_HYLIER,,0
I U T,27801,"IUT",,47.480263,-0.602472,,,0,place_IUT,,1
I U T -E,31087,"IUT",,47.480539,-0.602973,,,0,place_IUT,,1
IMTEC,27425,"BOUZINAC",,47.503319,-0.509729,,,0,place_IMTEC,,0
IMTEC-E,31805,"BOUZINAC",,47.503229,-0.509754,,,0,place_IMTEC,,0
INDUST-E,12168,"INDUSTRIE",,47.490015,-0.522870,,,0,place_INDUST,,0
INDUSTRI,11352,"INDUSTRIE",,47.490268,-0.522954,,,0,place_INDUST,,0
INRA,13650,"INRA",,47.474703,-0.611122,,,0,place_INRA,,1
INRA  -E,7366,"INRA",,47.474736,-0.611303,,,0,place_INRA,,1
INTAVR-E,6846,"AUCHAN",,47.518234,-0.606453,,,0,place_INTERA,,1
INTERAVR,29162,"AUCHAN",,47.518696,-0.607586,,,0,place_INTERA,,1
INTERMIL,3434,"INTERMARCHE",,47.454588,-0.534802,,,0,place_INTMIL,,1
INTMIL-E,1195,"INTERMARCHE",,47.455738,-0.533783,,,0,place_INTMIL,,1
INTREP-E,8993,"INTREPIDE",,47.447350,-0.552296,,,0,place_INTREP,,0
INTREPID,14842,"INTREPIDE",,47.447226,-0.552110,,,0,place_INTREP,,0
IRLANDE,8934,"IRLANDE",,47.522992,-0.604978,,,0,place_IRLAND,,1
IRLAND-E,12365,"IRLANDE",,47.523061,-0.604277,,,0,place_IRLAND,,1
ISORET,25741,"ISORET",,47.474718,-0.520832,,,0,place_ISORET,,1
ISORET-E,23628,"ISORET",,47.474436,-0.520149,,,0,place_ISORET,,1
ITALIE,9717,"ITALIE",,47.524529,-0.602375,,,0,place_ITALIE,,1
ITALIE-E,13083,"ITALIE",,47.524767,-0.601998,,,0,place_ITALIE,,1
JANEQU-E,292536,"COLLEGE JANEQUIN",,47.498117,-0.591526,,,0,place_JANEQU,,0
JANEQUIN,297498,"COLLEGE JANEQUIN",,47.498094,-0.591283,,,0,place_JANEQU,,0
JARDBOTA,815390,"JARDIN BOTANIQUE",,47.571711,-0.502605,,,0,place_JARBOT,,0
JARDFA,35425,"JARDINS FAMILIAUX",,47.485557,-0.508433,,,0,place_JARDFA,,1
JARDF-E,46662,"JARDINS FAMILIAUX",,47.485579,-0.508106,,,0,place_JARDFA,,1
JAUDE-E,21218,"JAUDETTE",,47.463316,-0.490954,,,0,place_JAUDET,,0
JAUDET-E,22741,"JAUDETTE",,47.463796,-0.490388,,,0,place_JAUDET,,1
JAUDETT,10931,"JAUDETTE",,47.463300,-0.491129,,,0,place_JAUDET,,0
JAUDETTE,22121,"JAUDETTE",,47.463652,-0.490218,,,0,place_JAUDET,,1
JBODIN,21354,"LYCEE JEAN BODIN",,47.441544,-0.527979,,,0,place_JBODIN,,0
JDELAVAL,276704,"JEANNE DE LAVAL",,47.465674,-0.383837,,,0,place_JEANNE,,0
JDELAV-E,185658,"JEANNE DE LAVAL",,47.465836,-0.383467,,,0,place_JEANNE,,0
JE23-E,11485,"JEAN XXIII",,47.448520,-0.563811,,,0,place_JEAN23,,1
JEAN 23,14455,"JEAN XXIII",,47.448326,-0.563736,,,0,place_JEAN23,,1
JEAN M-E,14704,"MONNET",,47.465477,-0.601311,,,0,place_JEANMO,,1
JEAN MON,12810,"MONNET",,47.465634,-0.601452,,,0,place_JEANMO,,1
JEANNA-E,226219,"COLLÈGE JEANNE D'ARC",,47.520419,-0.465594,,,0,place_JEDARC,,0
JEANNARC,590509,"COLLEGE JEANNE D'ARC",,47.520392,-0.465590,,,0,place_JEDARC,,0
JEANRO-E,256324,"JEAN ROSTAND",,47.448195,-0.501026,,,0,place_ROSTAN,,0
JEANROST,369358,"JEAN ROSTAND",,47.448817,-0.501141,,,0,place_ROSTAN,,0
JEANZA-E,132541,"COLLEGE JEAN ZAY",,47.529678,-0.607583,,,0,place_JEANZA,,0
JEANZAY,602684,"COLLEGE JEAN ZAY",,47.529674,-0.607596,,,0,place_JEANZA,,0
JEBOUI-E,32451,"JEAN BOUIN",,47.458999,-0.532813,,,0,place_JEABOU,,1
JEBOUIN,43885,"JEAN BOUIN",,47.458885,-0.532981,,,0,place_JEABOU,,1
JEBOUT-E,12854,"JEAN BOUTTON",,47.438891,-0.507244,,,0,place_JBOUTO,,1
JEBOUTON,30254,"JEAN BOUTTON",,47.438577,-0.507367,,,0,place_JBOUTO,,1
