route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536675,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536724,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536676,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536725,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536677,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536726,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536727,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536678,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536728,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536679,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536729,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536680,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536730,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536681,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536682,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536731,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536683,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536732,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536733,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536684,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536734,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536685,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536735,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536686,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536736,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536687,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536737,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536688,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536738,"RALLIEMENT",0,1286851,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536689,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536739,"FOCH MAISON BLEUE",0,1286851,BALA0045,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536690,"RALLIEMENT",0,1286850,BALA0049,1
BALA,BALA_02-Mercredi-3-SCOL17-1111100,4536691,"FOCH MAISON BLEUE",0,1286850,BALA0045,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537051,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537153,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537161,"RALLIEMENT",0,1286857,BALA0047,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537163,"RALLIEMENT",0,1286858,BALA0047,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537107,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537052,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537152,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537157,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537109,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537053,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537156,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537158,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537106,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537054,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537151,"RALLIEMENT",0,1286858,BALA0049,1
